"coalition","slot","assignment"
"PAN/PRI/PRD",672,"T2"
"PAN/PRI/PRD",673,"control2"
"PAN/PRI/PRD",674,"T3"
"PAN/PRI/PRD",675,"T4"
"PAN/PRI/PRD",676,"T4"
"PAN/PRI/PRD",677,"T1"
"PAN/PRI/PRD",678,"control"
"PAN/PRI/PRD",679,"T2"
"PAN/PRI/PRD",680,"control"
"PAN/PRI/PRD",681,"T4"
"PAN/PRI/PRD",682,"control"
"PAN/PRI/PRD",683,"control2"
"PAN/PRI/PRD",684,"control"
"PAN/PRI/PRD",685,"T4"
"PAN/PRI/PRD",686,"T3"
"PAN/PRI/PRD",687,"T1"
"PAN/PRI/PRD",688,"T2"
"PAN/PRI/PRD",689,"T2"
"PAN/PRI/PRD",690,"T3"
"PAN/PRI/PRD",691,"T3"
"PAN/PRI/PRD",692,"control"
"PAN/PRI/PRD",693,"T4"
"PAN/PRI/PRD",694,"T4"
"PAN/PRI/PRD",695,"control2"
"PAN/PRI/PRD",696,"T2"
"PAN/PRI/PRD",697,"control"
"PAN/PRI/PRD",698,"T3"
"PAN/PRI/PRD",699,"T1"
"PAN/PRI/PRD",700,"T2"
"PAN/PRI/PRD",701,"control"
"PAN/PRI/PRD",702,"T4"
"PAN/PRI/PRD",703,"T2"
"PAN/PRI/PRD",704,"control"
"PAN/PRI/PRD",705,"T4"
"PAN/PRI/PRD",706,"T2"
"PAN/PRI/PRD",707,"T3"
"PAN/PRI/PRD",708,"T3"
"PAN/PRI/PRD",709,"T1"
"PAN/PRI/PRD",710,"control2"
"PAN/PRI/PRD",711,"T3"
"PAN/PRI/PRD",712,"control2"
"PAN/PRI/PRD",713,"T2"
"PAN/PRI/PRD",714,"T3"
"PAN/PRI/PRD",715,"control"
"PAN/PRI/PRD",716,"control"
"PAN/PRI/PRD",717,"T1"
"PAN/PRI/PRD",718,"T4"
"PAN/PRI/PRD",719,"T2"
"PAN/PRI/PRD",720,"T4"
"PAN/PRI/PRD",721,"control"
"PAN/PRI/PRD",722,"control2"
"PAN/PRI/PRD",723,"T1"
"PAN/PRI/PRD",724,"T2"
"PAN/PRI/PRD",725,"control"
"PAN/PRI/PRD",726,"T2"
"PAN/PRI/PRD",727,"T4"
"PAN/PRI/PRD",728,"T3"
"PAN/PRI/PRD",729,"T3"
"PAN/PRI/PRD",730,"T4"
"PAN/PRI/PRD",731,"control"
"PAN/PRI/PRD",732,"T1"
"PAN/PRI/PRD",733,"T4"
"PAN/PRI/PRD",734,"T2"
"PAN/PRI/PRD",735,"T3"
"PAN/PRI/PRD",736,"control"
"PAN/PRI/PRD",737,"control2"
"PAN/PRI/PRD",738,"T3"
"PAN/PRI/PRD",739,"T4"
"PAN/PRI/PRD",740,"T2"
"PAN/PRI/PRD",741,"T4"
"PAN/PRI/PRD",742,"control2"
"PAN/PRI/PRD",743,"T3"
"PAN/PRI/PRD",744,"T1"
"PAN/PRI/PRD",745,"T2"
"PAN/PRI/PRD",746,"control"
"PAN/PRI/PRD",747,"T2"
"PAN/PRI/PRD",748,"control"
"PAN/PRI/PRD",749,"T4"
"PAN/PRI/PRD",750,"T3"
"PAN/PRI/PRD",751,"T3"
"PAN/PRI/PRD",752,"T1"
"PAN/PRI/PRD",753,"T2"
"PAN/PRI/PRD",754,"T4"
"PAN/PRI/PRD",755,"T4"
"PAN/PRI/PRD",756,"control"
"PAN/PRI/PRD",757,"control"
"PAN/PRI/PRD",758,"control2"
"PAN/PRI/PRD",759,"T2"
"PAN/PRI/PRD",760,"T3"
"PAN/PRI/PRD",761,"T3"
"PAN/PRI/PRD",762,"control"
"PAN/PRI/PRD",763,"T4"
"PAN/PRI/PRD",764,"T4"
"PAN/PRI/PRD",765,"T3"
"PAN/PRI/PRD",766,"control2"
"PAN/PRI/PRD",767,"T1"
"PAN/PRI/PRD",768,"T2"
"PAN/PRI/PRD",769,"T2"
"PAN/PRI/PRD",770,"control"
"PAN/PRI/PRD",771,"T3"
"PAN/PRI/PRD",772,"T4"
"PAN/PRI/PRD",773,"T3"
"PAN/PRI/PRD",774,"control"
"PAN/PRI/PRD",775,"T4"
"PAN/PRI/PRD",776,"T2"
"PAN/PRI/PRD",777,"T2"
"PAN/PRI/PRD",778,"T1"
"PAN/PRI/PRD",779,"control2"
"PAN/PRI/PRD",780,"control"
"PAN/PRI/PRD",781,"control"
"PAN/PRI/PRD",782,"control2"
"PAN/PRI/PRD",783,"T3"
"PAN/PRI/PRD",784,"T2"
"PAN/PRI/PRD",785,"T2"
"PAN/PRI/PRD",786,"T3"
"PAN/PRI/PRD",787,"T4"
"PAN/PRI/PRD",788,"T4"
"PAN/PRI/PRD",789,"control"
"PAN/PRI/PRD",790,"T1"
"PAN/PRI/PRD",791,"T1"
"PAN/PRI/PRD",792,"T3"
"PAN/PRI/PRD",793,"T2"
"PAN/PRI/PRD",794,"T4"
"PAN/PRI/PRD",795,"T4"
"PAN/PRI/PRD",796,"control2"
"PAN/PRI/PRD",797,"control"
"PAN/PRI/PRD",798,"T3"
"PAN/PRI/PRD",799,"control"
"PAN/PRI/PRD",800,"T2"
"PAN/PRI/PRD",801,"T1"
"PAN/PRI/PRD",802,"T2"
"PAN/PRI/PRD",803,"control2"
"PAN/PRI/PRD",804,"control"
"PAN/PRI/PRD",805,"T3"
"PAN/PRI/PRD",806,"T2"
"PAN/PRI/PRD",807,"T3"
"PAN/PRI/PRD",808,"T4"
"PAN/PRI/PRD",809,"control"
"PAN/PRI/PRD",810,"T4"
"PAN/PRI/PRD",811,"control2"
"PAN/PRI/PRD",812,"control"
"PAN/PRI/PRD",813,"T3"
"PAN/PRI/PRD",814,"T4"
"PAN/PRI/PRD",815,"T4"
"PAN/PRI/PRD",816,"T2"
"PAN/PRI/PRD",817,"T3"
"PAN/PRI/PRD",818,"T2"
"PAN/PRI/PRD",819,"T1"
"PAN/PRI/PRD",820,"control"
"PAN/PRI/PRD",821,"T4"
"PAN/PRI/PRD",822,"T1"
"PAN/PRI/PRD",823,"T4"
"PAN/PRI/PRD",824,"control"
"PAN/PRI/PRD",825,"T3"
"PAN/PRI/PRD",826,"T3"
"PAN/PRI/PRD",827,"T2"
"PAN/PRI/PRD",828,"control2"
"PAN/PRI/PRD",829,"T2"
"PAN/PRI/PRD",830,"control"
"PAN/PRI/PRD",831,"T4"
"PAN/PRI/PRD",832,"T1"
"PAN/PRI/PRD",833,"T2"
"PAN/PRI/PRD",834,"T2"
"PAN/PRI/PRD",835,"T3"
"PAN/PRI/PRD",836,"T4"
"PAN/PRI/PRD",837,"control"
"PAN/PRI/PRD",838,"T3"
"PAN/PRI/PRD",839,"control2"
"PAN/PRI/PRD",840,"control"
"PAN/PRI/PRD",841,"control"
"PAN/PRI/PRD",842,"T3"
"PAN/PRI/PRD",843,"T2"
"PAN/PRI/PRD",844,"T3"
"PAN/PRI/PRD",845,"T1"
"PAN/PRI/PRD",846,"T4"
"PAN/PRI/PRD",847,"control"
"PAN/PRI/PRD",848,"T4"
"PAN/PRI/PRD",849,"T2"
"PAN/PRI/PRD",850,"control2"
"PAN/PRI/PRD",851,"T3"
"PAN/PRI/PRD",852,"T2"
"PAN/PRI/PRD",853,"T2"
"PAN/PRI/PRD",854,"T4"
"PAN/PRI/PRD",855,"control2"
"PAN/PRI/PRD",856,"control"
"PAN/PRI/PRD",857,"control"
"PAN/PRI/PRD",858,"T4"
"PAN/PRI/PRD",859,"T3"
"PAN/PRI/PRD",860,"T1"
"PAN/PRI/PRD",861,"control"
"PAN/PRI/PRD",862,"T4"
"PAN/PRI/PRD",863,"control"
"PAN/PRI/PRD",864,"T1"
"PAN/PRI/PRD",865,"T2"
"PAN/PRI/PRD",866,"control2"
"PAN/PRI/PRD",867,"T3"
"PAN/PRI/PRD",868,"T2"
"PAN/PRI/PRD",869,"T4"
"PAN/PRI/PRD",870,"T3"
"PAN/PRI/PRD",871,"control2"
"PAN/PRI/PRD",872,"control"
"PAN/PRI/PRD",873,"T4"
"PAN/PRI/PRD",874,"T3"
"PAN/PRI/PRD",875,"T1"
"PAN/PRI/PRD",876,"T2"
"PAN/PRI/PRD",877,"control"
"PAN/PRI/PRD",878,"T3"
"PAN/PRI/PRD",879,"T4"
"PAN/PRI/PRD",880,"T2"
"PAN/PRI/PRD",881,"T3"
"PAN/PRI/PRD",882,"T3"
"PAN/PRI/PRD",883,"control2"
"PAN/PRI/PRD",884,"control"
"PAN/PRI/PRD",885,"T2"
"PAN/PRI/PRD",886,"T4"
"PAN/PRI/PRD",887,"T2"
"PAN/PRI/PRD",888,"control"
"PAN/PRI/PRD",889,"T4"
"PAN/PRI/PRD",890,"T1"
"PAN/PRI/PRD",891,"T3"
"PAN/PRI/PRD",892,"T1"
"PAN/PRI/PRD",893,"control2"
"PAN/PRI/PRD",894,"T2"
"PAN/PRI/PRD",895,"T2"
"PAN/PRI/PRD",896,"control"
"PAN/PRI/PRD",897,"T3"
"PAN/PRI/PRD",898,"T4"
"PAN/PRI/PRD",899,"control"
"PAN/PRI/PRD",900,"T4"
"PAN/PRI/PRD",901,"control"
"PAN/PRI/PRD",902,"control2"
"PAN/PRI/PRD",903,"T4"
"PAN/PRI/PRD",904,"T1"
"PAN/PRI/PRD",905,"T2"
"PAN/PRI/PRD",906,"control"
"PAN/PRI/PRD",907,"T3"
"PAN/PRI/PRD",908,"T2"
"PAN/PRI/PRD",909,"T4"
"PAN/PRI/PRD",910,"T3"
"PAN/PRI/PRD",911,"control"
"PAN/PRI/PRD",912,"T3"
"PAN/PRI/PRD",913,"T1"
"PAN/PRI/PRD",914,"control"
"PAN/PRI/PRD",915,"control2"
"PAN/PRI/PRD",916,"T4"
"PAN/PRI/PRD",917,"T2"
"PAN/PRI/PRD",918,"T4"
"PAN/PRI/PRD",919,"T2"
"PAN/PRI/PRD",920,"T3"
"PAN/PRI/PRD",921,"T3"
"PAN/PRI/PRD",922,"T2"
"PAN/PRI/PRD",923,"T3"
"PAN/PRI/PRD",924,"control"
"PAN/PRI/PRD",925,"T4"
"PAN/PRI/PRD",926,"T1"
"PAN/PRI/PRD",927,"T4"
"PAN/PRI/PRD",928,"T2"
"PAN/PRI/PRD",929,"control2"
"PAN/PRI/PRD",930,"control"
"PAN/PRI/PRD",931,"T4"
"PAN/PRI/PRD",932,"T2"
"PAN/PRI/PRD",933,"control"
"PAN/PRI/PRD",934,"T1"
"PAN/PRI/PRD",935,"T4"
"PAN/PRI/PRD",936,"control2"
"PAN/PRI/PRD",937,"T3"
"PAN/PRI/PRD",938,"T2"
"PAN/PRI/PRD",939,"control"
"PAN/PRI/PRD",940,"T3"
"PAN/PRI/PRD",941,"control"
"PAN/PRI/PRD",942,"T2"
"PAN/PRI/PRD",943,"T1"
"PAN/PRI/PRD",944,"T4"
"PAN/PRI/PRD",945,"T3"
"PAN/PRI/PRD",946,"control2"
"PAN/PRI/PRD",947,"T4"
"PAN/PRI/PRD",948,"control"
"PAN/PRI/PRD",949,"T2"
"PAN/PRI/PRD",950,"T3"
"PAN/PRI/PRD",951,"T3"
"PAN/PRI/PRD",952,"T2"
"PAN/PRI/PRD",953,"T1"
"PAN/PRI/PRD",954,"T4"
"PAN/PRI/PRD",955,"control"
"PAN/PRI/PRD",956,"control2"
"PAN/PRI/PRD",957,"T4"
"PAN/PRI/PRD",958,"control"
"PAN/PRI/PRD",959,"T2"
"PAN/PRI/PRD",960,"T3"
"PAN/PRI/PRD",961,"T4"
"PAN/PRI/PRD",962,"T3"
"PAN/PRI/PRD",963,"T2"
"PAN/PRI/PRD",964,"T1"
"PAN/PRI/PRD",965,"control"
"PAN/PRI/PRD",966,"T4"
"PAN/PRI/PRD",967,"control"
"PAN/PRI/PRD",968,"control2"
"PAN/PRI/PRD",969,"T3"
"PAN/PRI/PRD",970,"T2"
"PAN/PRI/PRD",971,"T2"
"PAN/PRI/PRD",972,"control"
"PAN/PRI/PRD",973,"T4"
"PAN/PRI/PRD",974,"T4"
"PAN/PRI/PRD",975,"control2"
"PAN/PRI/PRD",976,"T3"
"PAN/PRI/PRD",977,"control"
"PAN/PRI/PRD",978,"T3"
"PAN/PRI/PRD",979,"T1"
"PAN/PRI/PRD",980,"T2"
"PAN/PRI/PRD",981,"T1"
"PAN/PRI/PRD",982,"control"
"PAN/PRI/PRD",983,"T4"
"PAN/PRI/PRD",984,"T3"
"PAN/PRI/PRD",985,"control2"
"PAN/PRI/PRD",986,"T3"
"PAN/PRI/PRD",987,"control"
"PAN/PRI/PRD",988,"T2"
"PAN/PRI/PRD",989,"T4"
"PAN/PRI/PRD",990,"T2"
"PAN/PRI/PRD",991,"T2"
"PAN/PRI/PRD",992,"T2"
"PAN/PRI/PRD",993,"T1"
"PAN/PRI/PRD",994,"T4"
"PAN/PRI/PRD",995,"T4"
"PAN/PRI/PRD",996,"control"
"PAN/PRI/PRD",997,"T3"
"PAN/PRI/PRD",998,"control"
"PAN/PRI/PRD",999,"T3"
"PAN/PRI/PRD",1000,"control2"
"PAN/PRI/PRD",1001,"T3"
"PAN/PRI/PRD",1002,"T2"
"PAN/PRI/PRD",1003,"control"
"PAN/PRI/PRD",1004,"T4"
"PAN/PRI/PRD",1005,"T4"
"PAN/PRI/PRD",1006,"T2"
"PAN/PRI/PRD",1007,"control2"
"PAN/PRI/PRD",1008,"control"
"PAN/PRI/PRD",1009,"T1"
"PAN/PRI/PRD",1010,"T3"
"PAN/PRI/PRD",1011,"T2"
"PAN/PRI/PRD",1012,"T3"
"PAN/PRI/PRD",1013,"T2"
"PAN/PRI/PRD",1014,"T1"
"PAN/PRI/PRD",1015,"control2"
"PAN/PRI/PRD",1016,"T4"
"PAN/PRI/PRD",1017,"control"
"PAN/PRI/PRD",1018,"control"
"PAN/PRI/PRD",1019,"T3"
"PAN/PRI/PRD",1020,"T4"
"PAN/PRI/PRD",1021,"control2"
"PAN/PRI/PRD",1022,"T3"
"PAN/PRI/PRD",1023,"T4"
"PAN/PRI/PRD",1024,"T3"
"PAN/PRI/PRD",1025,"T2"
"PAN/PRI/PRD",1026,"T4"
"PAN/PRI/PRD",1027,"T2"
"PAN/PRI/PRD",1028,"T1"
"PAN/PRI/PRD",1029,"control"
"PAN/PRI/PRD",1030,"control"
"PAN/PRI/PRD",1031,"T3"
"PAN/PRI/PRD",1032,"control"
"PAN/PRI/PRD",1033,"T4"
"PAN/PRI/PRD",1034,"T2"
"PAN/PRI/PRD",1035,"T1"
"PAN/PRI/PRD",1036,"T2"
"PAN/PRI/PRD",1037,"control2"
"PAN/PRI/PRD",1038,"control"
"PAN/PRI/PRD",1039,"T4"
"PAN/PRI/PRD",1040,"T3"
"PAN/PRI/PRD",1041,"T3"
"PAN/PRI/PRD",1042,"control"
"PAN/PRI/PRD",1043,"control2"
"PAN/PRI/PRD",1044,"T2"
"PAN/PRI/PRD",1045,"T1"
"PAN/PRI/PRD",1046,"T2"
"PAN/PRI/PRD",1047,"T4"
"PAN/PRI/PRD",1048,"T3"
"PAN/PRI/PRD",1049,"control"
"PAN/PRI/PRD",1050,"T4"
"PAN/PRI/PRD",1051,"T1"
"PAN/PRI/PRD",1052,"control2"
"PAN/PRI/PRD",1053,"T3"
"PAN/PRI/PRD",1054,"T4"
"PAN/PRI/PRD",1055,"T4"
"PAN/PRI/PRD",1056,"T2"
"PAN/PRI/PRD",1057,"T2"
"PAN/PRI/PRD",1058,"T3"
"PAN/PRI/PRD",1059,"control"
"PAN/PRI/PRD",1060,"control"
"PAN/PRI/PRD",1061,"control"
"PAN/PRI/PRD",1062,"T2"
"PAN/PRI/PRD",1063,"T3"
"PAN/PRI/PRD",1064,"control2"
"PAN/PRI/PRD",1065,"T2"
"PAN/PRI/PRD",1066,"control"
"PAN/PRI/PRD",1067,"T1"
"PAN/PRI/PRD",1068,"T3"
"PAN/PRI/PRD",1069,"T4"
"PAN/PRI/PRD",1070,"T4"
"PAN/PRI/PRD",1071,"control"
"PAN/PRI/PRD",1072,"T2"
"PAN/PRI/PRD",1073,"T3"
"PAN/PRI/PRD",1074,"T4"
"PAN/PRI/PRD",1075,"T4"
"PAN/PRI/PRD",1076,"control"
"PAN/PRI/PRD",1077,"T3"
"PAN/PRI/PRD",1078,"control2"
"PAN/PRI/PRD",1079,"T1"
"PAN/PRI/PRD",1080,"T2"
"PAN/PRI/PRD",1081,"control"
"PAN/PRI/PRD",1082,"control"
"PAN/PRI/PRD",1083,"T1"
"PAN/PRI/PRD",1084,"T4"
"PAN/PRI/PRD",1085,"T2"
"PAN/PRI/PRD",1086,"control2"
"PAN/PRI/PRD",1087,"T3"
"PAN/PRI/PRD",1088,"T2"
"PAN/PRI/PRD",1089,"T4"
"PAN/PRI/PRD",1090,"T3"
"PAN/PRI/PRD",1091,"T3"
"PAN/PRI/PRD",1092,"T2"
"PAN/PRI/PRD",1093,"T4"
"PAN/PRI/PRD",1094,"control"
"PAN/PRI/PRD",1095,"control"
"PAN/PRI/PRD",1096,"T3"
"PAN/PRI/PRD",1097,"T1"
"PAN/PRI/PRD",1098,"control2"
"PAN/PRI/PRD",1099,"T2"
"PAN/PRI/PRD",1100,"T4"
"PAN/PRI/PRD",1101,"T2"
"PAN/PRI/PRD",1102,"T4"
"PAN/PRI/PRD",1103,"T3"
"PAN/PRI/PRD",1104,"control2"
"PAN/PRI/PRD",1105,"control"
"PAN/PRI/PRD",1106,"T1"
"PAN/PRI/PRD",1107,"T2"
"PAN/PRI/PRD",1108,"control"
"PAN/PRI/PRD",1109,"T3"
"PAN/PRI/PRD",1110,"T4"
"PAN/PRI/PRD",1111,"control"
"PAN/PRI/PRD",1112,"T1"
"PAN/PRI/PRD",1113,"T2"
"PAN/PRI/PRD",1114,"control"
"PAN/PRI/PRD",1115,"T4"
"PAN/PRI/PRD",1116,"T2"
"PAN/PRI/PRD",1117,"T3"
"PAN/PRI/PRD",1118,"control2"
"PAN/PRI/PRD",1119,"T4"
"PAN/PRI/PRD",1120,"T3"
"PAN/PRI/PRD",1121,"T4"
"PAN/PRI/PRD",1122,"control"
"PAN/PRI/PRD",1123,"control2"
"PAN/PRI/PRD",1124,"T1"
"PAN/PRI/PRD",1125,"T4"
"PAN/PRI/PRD",1126,"T2"
"PAN/PRI/PRD",1127,"T3"
"PAN/PRI/PRD",1128,"T2"
"PAN/PRI/PRD",1129,"control"
"PAN/PRI/PRD",1130,"T3"
"PAN/PRI/PRD",1131,"T1"
"PAN/PRI/PRD",1132,"control"
"PAN/PRI/PRD",1133,"T2"
"PAN/PRI/PRD",1134,"T3"
"PAN/PRI/PRD",1135,"control"
"PAN/PRI/PRD",1136,"T3"
"PAN/PRI/PRD",1137,"T4"
"PAN/PRI/PRD",1138,"T4"
"PAN/PRI/PRD",1139,"T2"
"PAN/PRI/PRD",1140,"control2"
"PAN/PRI/PRD",1141,"T4"
"PAN/PRI/PRD",1142,"control"
"PAN/PRI/PRD",1143,"T4"
"PAN/PRI/PRD",1144,"T1"
"PAN/PRI/PRD",1145,"T3"
"PAN/PRI/PRD",1146,"control2"
"PAN/PRI/PRD",1147,"T2"
"PAN/PRI/PRD",1148,"control"
"PAN/PRI/PRD",1149,"T2"
"PAN/PRI/PRD",1150,"T3"
"PAN/PRI/PRD",1151,"T2"
"PAN/PRI/PRD",1152,"control"
"PAN/PRI/PRD",1153,"T3"
"PAN/PRI/PRD",1154,"T1"
"PAN/PRI/PRD",1155,"T2"
"PAN/PRI/PRD",1156,"control2"
"PAN/PRI/PRD",1157,"T3"
"PAN/PRI/PRD",1158,"T4"
"PAN/PRI/PRD",1159,"T4"
"PAN/PRI/PRD",1160,"control"
"PAN/PRI/PRD",1161,"T2"
"PAN/PRI/PRD",1162,"control"
"PAN/PRI/PRD",1163,"T4"
"PAN/PRI/PRD",1164,"T2"
"PAN/PRI/PRD",1165,"T3"
"PAN/PRI/PRD",1166,"control"
"PAN/PRI/PRD",1167,"T1"
"PAN/PRI/PRD",1168,"control2"
"PAN/PRI/PRD",1169,"T3"
"PAN/PRI/PRD",1170,"T4"
"PAN/PRI/PRD",1171,"T1"
"PAN/PRI/PRD",1172,"T4"
"PAN/PRI/PRD",1173,"control"
"PAN/PRI/PRD",1174,"control"
"PAN/PRI/PRD",1175,"T3"
"PAN/PRI/PRD",1176,"T2"
"PAN/PRI/PRD",1177,"T4"
"PAN/PRI/PRD",1178,"T3"
"PAN/PRI/PRD",1179,"control2"
"PAN/PRI/PRD",1180,"T2"
"PAN/PRI/PRD",1181,"T4"
"PAN/PRI/PRD",1182,"control"
"PAN/PRI/PRD",1183,"T3"
"PAN/PRI/PRD",1184,"control"
"PAN/PRI/PRD",1185,"T3"
"PAN/PRI/PRD",1186,"T1"
"PAN/PRI/PRD",1187,"T2"
"PAN/PRI/PRD",1188,"T4"
"PAN/PRI/PRD",1189,"T2"
"PAN/PRI/PRD",1190,"control2"
"PAN/PRI/PRD",1191,"T3"
"PAN/PRI/PRD",1192,"T4"
"PAN/PRI/PRD",1193,"control"
"PAN/PRI/PRD",1194,"T1"
"PAN/PRI/PRD",1195,"T2"
"PAN/PRI/PRD",1196,"T2"
"PAN/PRI/PRD",1197,"control2"
"PAN/PRI/PRD",1198,"T4"
"PAN/PRI/PRD",1199,"T3"
"PAN/PRI/PRD",1200,"control"
"PAN/PRI/PRD",1201,"T3"
"PAN/PRI/PRD",1202,"T2"
"PAN/PRI/PRD",1203,"T4"
"PAN/PRI/PRD",1204,"T3"
"PAN/PRI/PRD",1205,"T1"
"PAN/PRI/PRD",1206,"T2"
"PAN/PRI/PRD",1207,"control"
"PAN/PRI/PRD",1208,"T4"
"PAN/PRI/PRD",1209,"control2"
"PAN/PRI/PRD",1210,"control"
"PAN/PRI/PRD",1211,"T2"
"PAN/PRI/PRD",1212,"T4"
"PAN/PRI/PRD",1213,"control"
"PAN/PRI/PRD",1214,"T4"
"PAN/PRI/PRD",1215,"control"
"PAN/PRI/PRD",1216,"T3"
"PAN/PRI/PRD",1217,"control2"
"PAN/PRI/PRD",1218,"T3"
"PAN/PRI/PRD",1219,"T2"
"PAN/PRI/PRD",1220,"T1"
"PAN/PRI/PRD",1221,"T3"
"PAN/PRI/PRD",1222,"T4"
"PAN/PRI/PRD",1223,"T2"
"PAN/PRI/PRD",1224,"T4"
"PAN/PRI/PRD",1225,"control2"
"PAN/PRI/PRD",1226,"control"
"PAN/PRI/PRD",1227,"T1"
"PAN/PRI/PRD",1228,"T2"
"PAN/PRI/PRD",1229,"T3"
"PAN/PRI/PRD",1230,"control"
"PAN/PRI/PRD",1231,"T2"
"PAN/PRI/PRD",1232,"T2"
"PAN/PRI/PRD",1233,"T4"
"PAN/PRI/PRD",1234,"T4"
"PAN/PRI/PRD",1235,"control"
"PAN/PRI/PRD",1236,"control"
"PAN/PRI/PRD",1237,"T3"
"PAN/PRI/PRD",1238,"T1"
"PAN/PRI/PRD",1239,"T3"
"PAN/PRI/PRD",1240,"control2"
"PAN/PRI/PRD",1241,"T4"
"PAN/PRI/PRD",1242,"T3"
"PAN/PRI/PRD",1243,"T2"
"PAN/PRI/PRD",1244,"T3"
"PAN/PRI/PRD",1245,"control"
"PAN/PRI/PRD",1246,"control"
"PAN/PRI/PRD",1247,"T2"
"PAN/PRI/PRD",1248,"T1"
"PAN/PRI/PRD",1249,"T4"
"PAN/PRI/PRD",1250,"control2"
"PAN/PRI/PRD",1251,"T4"
"PAN/PRI/PRD",1252,"T4"
"PAN/PRI/PRD",1253,"control2"
"PAN/PRI/PRD",1254,"T2"
"PAN/PRI/PRD",1255,"T3"
"PAN/PRI/PRD",1256,"T1"
"PAN/PRI/PRD",1257,"control"
"PAN/PRI/PRD",1258,"control"
"PAN/PRI/PRD",1259,"T3"
"PAN/PRI/PRD",1260,"T2"
"PAN/PRI/PRD",1261,"control2"
"PAN/PRI/PRD",1262,"T2"
"PAN/PRI/PRD",1263,"T3"
"PAN/PRI/PRD",1264,"T3"
"PAN/PRI/PRD",1265,"T4"
"PAN/PRI/PRD",1266,"T4"
"PAN/PRI/PRD",1267,"T2"
"PAN/PRI/PRD",1268,"T1"
"PAN/PRI/PRD",1269,"control"
"PAN/PRI/PRD",1270,"control"
"PAN/PRI/PRD",1271,"T2"
"PAN/PRI/PRD",1272,"T3"
"PAN/PRI/PRD",1273,"control"
"PAN/PRI/PRD",1274,"T3"
"PAN/PRI/PRD",1275,"T2"
"PAN/PRI/PRD",1276,"T1"
"PAN/PRI/PRD",1277,"control2"
"PAN/PRI/PRD",1278,"control"
"PAN/PRI/PRD",1279,"T4"
"PAN/PRI/PRD",1280,"T4"
"PAN/PRI/PRD",1281,"T1"
"PAN/PRI/PRD",1282,"T4"
"PAN/PRI/PRD",1283,"control"
"PAN/PRI/PRD",1284,"T4"
"PAN/PRI/PRD",1285,"T3"
"PAN/PRI/PRD",1286,"control"
"PAN/PRI/PRD",1287,"T2"
"PAN/PRI/PRD",1288,"control2"
"PAN/PRI/PRD",1289,"T2"
"PAN/PRI/PRD",1290,"T3"
"PAN/PRI/PRD",1291,"control"
"PAN/PRI/PRD",1292,"control2"
"PAN/PRI/PRD",1293,"T3"
"PAN/PRI/PRD",1294,"T2"
"PAN/PRI/PRD",1295,"T1"
"PAN/PRI/PRD",1296,"T3"
"PAN/PRI/PRD",1297,"control"
"PAN/PRI/PRD",1298,"T4"
"PAN/PRI/PRD",1299,"T2"
"PAN/PRI/PRD",1300,"T4"
"PAN/PRI/PRD",1301,"control2"
"PAN/PRI/PRD",1302,"T4"
"PAN/PRI/PRD",1303,"T1"
"PAN/PRI/PRD",1304,"control"
"PAN/PRI/PRD",1305,"T3"
"PAN/PRI/PRD",1306,"control"
"PAN/PRI/PRD",1307,"T3"
"PAN/PRI/PRD",1308,"T2"
"PAN/PRI/PRD",1309,"T4"
"PAN/PRI/PRD",1310,"T2"
"PAN/PRI/PRD",1311,"T4"
"PAN/PRI/PRD",1312,"T3"
"PAN/PRI/PRD",1313,"control"
"PAN/PRI/PRD",1314,"control"
"PAN/PRI/PRD",1315,"T2"
"PAN/PRI/PRD",1316,"T2"
"PAN/PRI/PRD",1317,"T4"
"PAN/PRI/PRD",1318,"T1"
"PAN/PRI/PRD",1319,"control2"
"PAN/PRI/PRD",1320,"T3"
"PAN/PRI/PRD",1321,"control"
"PAN/PRI/PRD",1322,"T3"
"PAN/PRI/PRD",1323,"T3"
"PAN/PRI/PRD",1324,"T4"
"PAN/PRI/PRD",1325,"control2"
"PAN/PRI/PRD",1326,"control"
"PAN/PRI/PRD",1327,"T2"
"PAN/PRI/PRD",1328,"T2"
"PAN/PRI/PRD",1329,"T1"
"PAN/PRI/PRD",1330,"T4"
"PAN/PRI/PRD",1331,"control"
"PAN/PRI/PRD",1332,"T2"
"PAN/PRI/PRD",1333,"T3"
"PAN/PRI/PRD",1334,"control2"
"PAN/PRI/PRD",1335,"T2"
"PAN/PRI/PRD",1336,"T3"
"PAN/PRI/PRD",1337,"T4"
"PAN/PRI/PRD",1338,"T4"
"PAN/PRI/PRD",1339,"T1"
"PAN/PRI/PRD",1340,"control"
"PAN/PRI/PRD",1341,"control2"
"PAN/PRI/PRD",1342,"T2"
"PAN/PRI/PRD",1343,"T4"
"PAN/PRI/PRD",1344,"T2"
"PAN/PRI/PRD",1345,"T1"
"PAN/PRI/PRD",1346,"control"
"PAN/PRI/PRD",1347,"control"
"PAN/PRI/PRD",1348,"T4"
"PAN/PRI/PRD",1349,"T3"
"PAN/PRI/PRD",1350,"T3"
"PAN/PRI/PRD",1351,"control"
"PAN/PRI/PRD",1352,"control"
"PAN/PRI/PRD",1353,"T4"
"PAN/PRI/PRD",1354,"T4"
"PAN/PRI/PRD",1355,"T3"
"PAN/PRI/PRD",1356,"T2"
"PAN/PRI/PRD",1357,"T3"
"PAN/PRI/PRD",1358,"T2"
"PAN/PRI/PRD",1359,"T1"
